area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,price_per_sqft,crime_rate,entertainment_centers,restaurant_count,crime_score,entertainment_score,restaurant_score,distance_to_center,proximity_score,room_density,popularity_score,volatility_score
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Niine J,1200,2.0,0.0,90.0,2.0,1200.0,7500.0,7.641479372932219,2,37,2.3584541052318526,2.2222222222222223,7.551020408163264,12.966111067993126,0.0,300.0,0.39033457249070636,121.00887413346022
Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,665,1.0,1.0,46.08,1.0,665.0,6929.3233082706765,8.141675092742554,1,24,1.858254031037244,1.1111111111111112,4.8979591836734695,6.878873032442892,4.694729208803859,332.5,0.39033457249070636,70.34712606577675
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,70.0,2.0,1351.0,5181.347150259067,9.46030626511848,3,40,0.5396113795010387,3.333333333333333,8.16326530612245,3.9673726639594435,6.940198457999553,337.75,0.22304832713754646,16.18568437811262
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,3.0,1355.0,6189.667896678967,4.781849927247589,3,42,5.218108445022914,3.333333333333333,8.571428571428571,1.8365025034994318,8.58361347217452,225.83333333333334,3.2899628252788107,125.52607716272382
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,,3900,3.0,2.0,300.0,3.0,3900.0,7692.307692307692,7.163191889283875,5,16,2.836745752545366,5.555555555555555,3.265306122448979,5.397025953714566,5.8375908355149475,650.0,0.241635687732342,74.0794262417555
Super built-up  Area,18-Nov,Thanisandra,3 BHK,,1588,3.0,1.0,75.55,3.0,1588.0,4757.556675062972,3.561777915381751,4,27,6.438191078055967,4.444444444444445,5.5102040816326525,2.674899739877527,7.937006920694576,264.6666666666667,4.386617100371748,42.75395401834816
Carpet  Area,Ready To Move,Amruthahalli,2 BHK,,900,2.0,1.0,60.0,2.0,900.0,6666.666666666667,6.072113467440291,2,10,3.9278336726204084,2.2222222222222223,2.0408163265306123,12.966111067993126,0.0,225.0,0.44609665427509293,91.89242046222199
Plot  Area,Ready To Move,Bhuvaneshwari Nagar,3 Bedroom,,440,3.0,0.0,50.0,3.0,440.0,11363.636363636364,7.23077417642135,7,45,2.76916287707969,7.777777777777778,9.183673469387756,5.397025953714566,5.8375908355149475,73.33333333333333,0.11152416356877323,11.836992861364749
Built-up  Area,18-Feb,Harlur,4 Bedroom,,3385,4.0,0.0,260.0,4.0,3385.0,7680.945347119646,4.8868045892792304,6,36,5.113152869323059,6.666666666666666,7.346938775510204,3.9673726639594435,6.940198457999553,423.125,1.4684014869888475,50.207565570403126
Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2.0,2.0,75.0,3.0,1370.0,5474.4525547445255,9.208409712642837,2,13,0.7915101248270857,2.2222222222222223,2.653061224489796,2.0958835991646647,8.383568065880326,274.0,0.9479553903345725,19.656221576556025
Plot  Area,18-Dec,Whitefield,3 Bedroom,,1500,3.0,1.0,71.8,3.0,1500.0,4786.666666666667,2.861226207615567,6,39,7.138748884377613,6.666666666666666,7.959183673469388,1.8365025034994318,8.58361347217452,250.0,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Pulikeshi Nagar,3 BHK,,2280,3.0,0.0,285.0,3.0,2280.0,12500.0,3.040881241144973,3,6,6.959092286886298,3.333333333333333,1.2244897959183674,8.385304790667908,3.532906862592708,380.0,0.018587360594795536,0.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1100,3.0,2.0,53.0,3.0,1100.0,4818.181818181818,7.905376082656232,4,9,2.0945550981917354,4.444444444444445,1.836734693877551,3.9673726639594435,6.940198457999553,183.33333333333334,5.037174721189591,35.8270464960869
Built-up  Area,Ready To Move,Hoodi,2 BHK,Adion M,1247,2.0,0.0,53.0,2.0,1247.0,4250.200481154771,3.561502321104827,8,6,6.438466674732038,8.88888888888889,1.2244897959183674,3.9673726639594435,6.940198457999553,311.75,1.6356877323420074,46.57551573562775
Super built-up  Area,19-Dec,Domlur Layout,3 BHK,,2000,3.0,2.0,200.0,3.0,2000.0,10000.0,3.5585025108523247,6,44,6.441466511098972,6.666666666666666,8.979591836734693,3.9673726639594435,6.940198457999553,333.3333333333333,0.055762081784386616,240.43363602735232
Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1020.07,2.0,1.0,68.38,2.0,1020.07,6703.461527150097,2.1789497890142693,9,38,7.821031242441384,10.0,7.755102040816326,1.8365025034994318,8.58361347217452,255.0175,0.8364312267657993,15.135413563473373
Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,,1033,2.0,2.0,32.0,3.0,1033.0,3097.773475314618,4.963661443645522,3,37,5.03629534589011,3.333333333333333,7.551020408163264,8.385304790667908,3.532906862592708,206.6,0.1858736059479554,14.950329762249392
Built-up  Area,Ready To Move,B Narayanapura,3 BHK,Niidet ,1460,2.0,3.0,73.0,3.0,1460.0,5000.0,6.264844247940537,2,23,3.7351012143291573,2.2222222222222223,4.6938775510204085,5.397025953714566,5.8375908355149475,292.0,0.16728624535315983,16.433646971313994
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.8,2.0,1150.0,4591.304347826087,4.972060820918209,2,32,5.027895895497813,2.2222222222222223,6.530612244897958,8.385304790667908,3.532906862592708,287.5,0.33457249070631967,84.01058993508991
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,5965,5.0,0.0,385.0,5.0,5965.0,6454.316848281643,2.7631771076650535,5,16,7.23679883788093,5.555555555555555,3.265306122448979,1.8365025034994318,8.58361347217452,596.5,7.379182156133829,114.99938702430282
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,2.0,1.0,46.0,2.0,1141.0,4031.5512708150745,2.168699990029202,7,41,7.83128113065465,7.777777777777778,8.36734693877551,8.385304790667908,3.532906862592708,285.25,0.4646840148698884,18.224518393270827
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Niareum,2806 - 3019,6.0,0.0,125.5,4.0,2912.5,4309.01287553648,6.5894744453479985,3,21,3.4104681908986607,3.333333333333333,4.285714285714286,8.385304790667908,3.532906862592708,291.25,3.940520446096654,74.4198209277083
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,,4200,4.0,3.0,325.0,4.0,4200.0,7738.0952380952385,9.137801678262484,5,38,0.8621187738758619,5.555555555555555,7.755102040816326,11.43300628590238,1.1823936830799007,525.0,0.20446096654275092,104.80958925594547
Super built-up  Area,18-Jul,Hosa Road,3 BHK,Sosisic,1665,2.0,3.0,125.0,3.0,1665.0,7507.507507507507,9.295755186056589,2,30,0.704163891039463,2.2222222222222223,6.122448979591837,9.905124481433225,2.3607591902524674,333.0,1.2825278810408922,29.714993865062162
Super built-up  Area,18-Dec,Kanakapura,2 BHK,GoityEt,1295,2.0,2.0,64.0,2.0,1295.0,4942.084942084942,7.053459431128283,7,11,2.946479165961611,7.777777777777778,2.2448979591836733,3.9673726639594435,6.940198457999553,323.75,0.7806691449814127,26.110760378891293
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1230,2.0,1.0,78.0,2.0,1230.0,6341.463414634146,9.942131634329488,5,22,0.057781815826288746,5.555555555555555,4.489795918367347,8.385304790667908,3.532906862592708,307.5,2.639405204460967,55.6771770505317
Super built-up  Area,Ready To Move,Anand Nagar,3 BHK,,1080,2.0,2.0,75.0,3.0,1080.0,6944.444444444444,4.859861210747928,7,21,5.140096482406196,7.777777777777778,4.285714285714286,5.397025953714566,5.8375908355149475,216.0,0.11152416356877323,153.0822219157622
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,1000,2.0,1.0,60.0,2.0,1000.0,6000.0,3.4771799759512074,7,49,6.5227897539421065,7.777777777777778,10.0,9.905124481433225,2.3607591902524674,250.0,0.35315985130111527,48.771651362325095
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,2400,2.0,0.0,50.0,3.0,2400.0,2083.3333333333335,8.63233509164698,5,16,1.367589760760438,5.555555555555555,3.265306122448979,3.9673726639594435,6.940198457999553,480.0,0.40892193308550184,36.011121418262796
Super built-up  Area,19-Dec,Whitefield,1 BHK,Goted U,613 - 648,1.0,0.0,32.79,1.0,630.5,5200.634417129262,2.279785339377523,3,19,7.720194814268271,3.333333333333333,3.877551020408163,1.8365025034994318,8.58361347217452,315.25,10.0,140.5804683445764
Super built-up  Area,18-May,Rayasandra,3 BHK,,1708,3.0,2.0,75.0,3.0,1708.0,4391.100702576113,7.89566191583749,5,19,2.104269349575805,5.555555555555555,3.877551020408163,11.43300628590238,1.1823936830799007,284.6666666666667,0.40892193308550184,26.01460755153931
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1697,3.0,2.0,115.0,3.0,1697.0,6776.664702416028,6.651191218832075,8,8,3.3487508801477954,8.88888888888889,1.6326530612244896,2.674899739877527,7.937006920694576,282.8333333333333,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Whitefield,4 BHK,T ZedZe,3537,5.0,3.0,210.0,4.0,3537.0,5937.234944868533,3.020823608769663,7,49,6.979150093870538,7.777777777777778,10.0,1.8365025034994318,8.58361347217452,393.0,10.0,140.5804683445764
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615,1.0,1.0,28.29,1.0,615.0,4600.0,7.0969224546483956,5,36,2.903015764080193,5.555555555555555,7.346938775510204,9.905124481433225,2.3607591902524674,307.5,1.2825278810408922,29.714993865062162
Built-up  Area,Ready To Move,Banashankari,3 BHK,Naashi ,1350,2.0,0.0,83.0,3.0,1350.0,6148.148148148148,7.939875548829286,4,18,2.0600553316883765,4.444444444444445,3.673469387755102,11.43300628590238,1.1823936830799007,270.0,1.3754646840148699,91.7539850906074
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1430 - 1630,2.0,0.0,66.4,3.0,1530.0,4339.869281045752,8.636833936923399,4,41,1.3630908763199465,4.444444444444445,8.36734693877551,3.9673726639594435,6.940198457999553,306.0,5.037174721189591,35.8270464960869
Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083,2.0,1.0,32.49,2.0,1083.0,3000.0,8.030978233399992,2,49,1.9689518540359199,2.2222222222222223,10.0,6.878873032442892,4.694729208803859,270.75,0.966542750929368,45.5648019729783
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Srtusi ,1460,2.0,2.0,65.0,3.0,1460.0,4452.054794520548,8.84571600037739,5,43,1.1542069944722024,5.555555555555555,8.775510204081632,1.8365025034994318,8.58361347217452,292.0,0.8921933085501859,27.443398054253127
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1084,2.0,1.0,58.0,2.0,1084.0,5350.553505535056,5.666582486530816,5,6,4.3333681838234375,5.555555555555555,1.2244897959183674,8.385304790667908,3.532906862592708,271.0,0.4646840148698884,18.224518393270827
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1035,2.0,1.0,41.43,2.0,1035.0,4002.8985507246375,2.47789909189813,4,23,7.522079337095944,4.444444444444445,4.6938775510204085,9.905124481433225,2.3607591902524674,258.75,0.6877323420074349,38.04147129894674
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,2400,2.0,1.0,150.0,3.0,2400.0,6250.0,2.978543329966641,9,27,7.021430740738647,10.0,5.5102040816326525,2.0958835991646647,8.383568065880326,480.0,0.13011152416356878,170.0760684153389
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,SLiewce,460,1.0,1.0,21.0,1.0,460.0,4565.217391304348,6.275428160435158,5,23,3.7245172096977575,5.555555555555555,4.6938775510204085,11.43300628590238,1.1823936830799007,230.0,0.8550185873605948,52.22146026975226
Super built-up  Area,Ready To Move,Narayanappa Layout,5 BHK,,950,5.0,0.0,90.0,5.0,950.0,9473.684210526315,8.481143808001299,7,5,1.5187823605808106,7.777777777777778,1.0204081632653061,8.385304790667908,3.532906862592708,95.0,0.018587360594795536,0.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1285,2.0,2.0,55.9,2.0,1285.0,4350.194552529183,6.803624609540037,3,42,3.1963161624521508,3.333333333333333,8.571428571428571,1.8365025034994318,8.58361347217452,321.25,10.0,140.5804683445764
Super built-up  Area,Ready To Move,1Hanuman Nagar,19 BHK,,2000,16.0,0.0,490.0,19.0,2000.0,24500.0,5.876331427152693,8,22,4.123617417261329,8.88888888888889,4.489795918367347,2.674899739877527,7.937006920694576,57.142857142857146,0.018587360594795536,0.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1200,3.0,2.0,78.0,3.0,1200.0,6500.0,6.574592032651734,4,5,3.4253507331516992,4.444444444444445,1.0204081632653061,9.905124481433225,2.3607591902524674,200.0,1.5055762081784387,104.43245645637349
Built-up  Area,Ready To Move,Raghuvanahalli,2 BHK,Srncykh,1070,2.0,1.0,35.0,2.0,1070.0,3271.0280373831774,4.014513416238291,7,41,5.98545163597349,7.777777777777778,8.36734693877551,11.43300628590238,1.1823936830799007,267.5,0.0929368029739777,318.5730654025855
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0,3.0,1801.0,7773.459189339256,2.4352129542348786,2,19,7.56476584635743,2.2222222222222223,3.877551020408163,5.397025953714566,5.8375908355149475,300.1666666666667,0.9107806691449815,85.59436534259346
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697,3.0,2.0,115.0,3.0,1697.0,6776.664702416028,6.560373349320895,7,21,3.4395695402613082,7.777777777777778,4.285714285714286,1.8365025034994318,8.58361347217452,282.8333333333333,10.0,140.5804683445764
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMoryma,1199,2.0,2.0,65.0,2.0,1199.0,5421.184320266889,7.776569351800522,1,19,2.2233629503565258,1.1111111111111112,3.877551020408163,12.966111067993126,0.0,299.75,0.22304832713754646,18.028164077354077
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2300,3.0,1.0,220.0,3.0,2300.0,9565.217391304348,5.487553490337899,3,39,4.512398738528382,3.333333333333333,7.959183673469388,3.9673726639594435,6.940198457999553,383.3333333333333,0.4646840148698884,92.60444553763784
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1340,2.0,3.0,64.31,3.0,1340.0,4799.253731343284,8.7168976567259,6,20,1.2830264595338678,6.666666666666666,4.081632653061225,1.8365025034994318,8.58361347217452,268.0,0.9107806691449815,41.16012739871855
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800,4.0,3.0,205.0,4.0,3800.0,5394.736842105263,3.7882643920505865,2,9,6.211702629740609,2.2222222222222223,1.836734693877551,1.8365025034994318,8.58361347217452,475.0,3.2527881040892193,72.43357269502987
Plot  Area,Ready To Move,Jigani,5 Bedroom,,600,5.0,0.0,50.0,5.0,600.0,8333.333333333334,8.512487566993496,9,33,1.4874383287298794,10.0,6.73469387755102,12.966111067993126,0.0,60.0,0.966542750929368,44.73486746677568
Super built-up  Area,Ready To Move,Wilson Garden,2 BHK,Gonoril,1125,2.0,1.0,75.0,2.0,1125.0,6666.666666666667,5.453428217944486,2,5,4.546524307994607,2.2222222222222223,1.0204081632653061,3.9673726639594435,6.940198457999553,281.25,0.13011152416356878,276.9691404505288
Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,67.0,2.0,1200.0,5583.333333333333,5.121763551296506,9,36,4.8781918619032165,10.0,7.346938775510204,9.905124481433225,2.3607591902524674,300.0,0.5018587360594796,18.40490214798555
Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1050,2.0,3.0,41.0,2.0,1050.0,3904.7619047619046,2.6038636295934685,5,15,7.396113702833841,5.555555555555555,3.0612244897959187,1.8365025034994318,8.58361347217452,262.5,0.7992565055762081,25.510234855681485
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Jaiewke,956,2.0,1.0,49.0,2.0,956.0,5125.523012552301,4.456488320661335,6,46,5.543472883999383,6.666666666666666,9.387755102040817,8.385304790667908,3.532906862592708,239.0,1.171003717472119,75.25734010808094
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1000,2.0,2.0,30.0,2.0,1000.0,3000.0,7.21658205473432,9,8,2.7833551223142616,10.0,1.6326530612244896,9.905124481433225,2.3607591902524674,250.0,1.5055762081784387,104.43245645637349
Built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1596,3.0,0.0,95.0,3.0,1596.0,5952.380952380952,8.813379620168332,6,49,1.186543656181121,6.666666666666666,10.0,12.966111067993126,0.0,266.0,0.07434944237918215,38.37859646556485
Plot  Area,Ready To Move,Kumbhena Agrahara,6 Bedroom,,1200,5.0,1.0,150.0,6.0,1200.0,12500.0,2.9764660050014307,4,15,7.02350808378772,4.444444444444445,3.0612244897959187,6.878873032442892,4.694729208803859,109.0909090909091,0.018587360594795536,0.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,3.0,89.06,2.0,1296.0,6871.913580246914,5.037628110580411,9,21,4.96232803504869,10.0,4.285714285714286,3.9673726639594435,6.940198457999553,324.0,5.037174721189591,35.8270464960869
Plot  Area,Ready To Move,NS Palya,6 Bedroom,,1200,7.0,0.0,170.0,6.0,1200.0,14166.666666666666,6.5928192062365385,4,12,3.40712340089277,4.444444444444445,2.4489795918367347,3.9673726639594435,6.940198457999553,92.3076923076923,0.07434944237918215,45.68278304423524
Built-up  Area,Ready To Move,Challaghatta,3 BHK,ShanaSp,1639,3.0,3.0,123.0,3.0,1639.0,7504.5759609518,5.183236821932998,7,12,4.816718056119717,7.777777777777778,2.4489795918367347,9.905124481433225,2.3607591902524674,273.1666666666667,0.03717472118959107,15.556349186104045
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219,2.0,1.0,61.25,2.0,1219.0,5024.610336341263,7.997467908018449,9,34,2.0024624711369396,10.0,6.938775510204081,9.905124481433225,2.3607591902524674,304.75,2.4535315985130115,36.344816018236926
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1200,3.0,1.0,50.0,3.0,1200.0,4166.666666666667,7.70602222989183,1,46,2.2939106864033763,1.1111111111111112,9.387755102040817,3.9673726639594435,6.940198457999553,200.0,3.4572490706319705,39.98928950609121
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1218,2.0,1.0,73.0,2.0,1218.0,5993.431855500821,2.634068461352091,2,39,7.365908608131257,2.2222222222222223,7.959183673469388,11.43300628590238,1.1823936830799007,304.5,2.8066914498141267,126.00804075089252
Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,,920,2.0,3.0,37.0,2.0,920.0,4021.7391304347825,9.863402204237067,8,5,0.13651193128681427,8.88888888888889,1.0204081632653061,2.674899739877527,7.937006920694576,230.0,0.07434944237918215,46.79743582719036
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2559,3.0,2.0,141.0,3.0,2559.0,5509.964830011723,2.4818460231526585,6,43,7.518132371481954,6.666666666666666,8.775510204081632,5.397025953714566,5.8375908355149475,426.5,1.579925650557621,54.27821119457782
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1 BHK,,525,1.0,1.0,26.0,1.0,525.0,4952.380952380952,5.719795233547225,7,18,4.280154973570861,7.777777777777778,3.673469387755102,2.0958835991646647,8.383568065880326,262.5,0.20446096654275092,12.214791703653255
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,DSnjh S,1427,2.0,2.0,48.51,3.0,1427.0,3399.4393833216536,8.036253393379475,7,32,1.9636766481342651,7.777777777777778,6.530612244897958,11.43300628590238,1.1823936830799007,285.4,2.8066914498141267,126.00804075089252
Super built-up  Area,18-Apr,Kothannur,3 BHK,,1270,3.0,2.0,45.0,3.0,1270.0,3543.3070866141734,6.882166495617373,4,43,3.117773592639349,4.444444444444445,8.775510204081632,3.9673726639594435,6.940198457999553,211.66666666666666,0.483271375464684,30.185590777975253
Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,920,2.0,3.0,65.0,2.0,920.0,7065.217391304348,6.983160400615744,3,9,3.0167788084525835,3.333333333333333,1.836734693877551,2.674899739877527,7.937006920694576,230.0,0.9293680297397768,264.75944447196224
Built-up  Area,Ready To Move,Dommasandra,4 Bedroom,,2700,3.0,2.0,68.0,4.0,2700.0,2518.5185185185187,4.447001745492612,6,28,5.552959541752167,6.666666666666666,5.7142857142857135,12.966111067993126,0.0,385.7142857142857,0.241635687732342,17.425890625806307
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3 BHK,,1740,3.0,2.0,199.0,3.0,1740.0,11436.781609195403,7.423133514055283,2,14,2.576801864888296,2.2222222222222223,2.8571428571428568,8.385304790667908,3.532906862592708,290.0,0.018587360594795536,0.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1355,2.0,0.0,40.0,3.0,1355.0,2952.029520295203,3.460903868196307,3,22,6.5390660033864005,3.333333333333333,4.489795918367347,12.966111067993126,0.0,271.0,1.3382899628252787,58.98196575240601
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1530,2.0,2.0,90.0,3.0,1530.0,5882.35294117647,3.1749239904999316,4,22,6.825048370640827,4.444444444444445,4.489795918367347,5.397025953714566,5.8375908355149475,306.0,0.4275092936802974,22.365060748687675
Carpet  Area,Ready To Move,Gokula Extension,3 BHK,,1372,2.0,1.0,90.0,3.0,1372.0,6559.766763848396,9.522971679818356,9,37,0.47694541927610923,10.0,7.551020408163264,2.0958835991646647,8.383568065880326,274.4,0.055762081784386616,49.074772881118186
Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2363,5.0,2.0,120.0,4.0,2363.0,5078.290308929327,9.785158880087359,8,35,0.2147559365728993,8.88888888888889,7.142857142857143,5.397025953714566,5.8375908355149475,262.55555555555554,0.20446096654275092,40.01185051729277
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3895,4.0,3.0,220.0,4.0,3895.0,5648.267008985879,4.540204236147233,1,8,5.459756239736226,1.1111111111111112,1.6326530612244896,1.8365025034994318,8.58361347217452,486.875,3.2527881040892193,72.43357269502987
Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950,3.0,2.0,131.0,3.0,1950.0,6717.948717948718,9.895136961498062,2,24,0.1047768977633031,2.2222222222222223,4.8979591836734695,9.905124481433225,2.3607591902524674,325.0,1.3197026022304834,122.4047811417025
Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,PNncysi,885,2.0,3.0,40.0,2.0,885.0,4519.774011299435,7.292515090746795,8,19,2.7074214252773023,8.88888888888889,3.877551020408163,8.385304790667908,3.532906862592708,221.25,0.1486988847583643,18.782590723478865
Built-up  Area,Ready To Move,Yelahanka,2 BHK,,600,2.0,2.0,27.0,2.0,600.0,4500.0,4.966580975374669,6,35,5.033375788745387,6.666666666666666,7.142857142857143,8.385304790667908,3.532906862592708,150.0,3.940520446096654,74.4198209277083
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,1270,4.0,1.0,128.0,5.0,1270.0,10078.740157480315,8.340140045312957,3,6,1.6597873507577987,3.333333333333333,1.2244897959183674,12.966111067993126,0.0,141.11111111111111,0.5576208178438662,83.62124001477852
Plot  Area,Ready To Move,Vijayanagar,2 Bedroom,,1380,2.0,0.0,225.0,2.0,1380.0,16304.347826086956,6.91922909017188,1,25,3.080710675441579,1.1111111111111112,5.1020408163265305,2.0958835991646647,8.383568065880326,345.0,0.7806691449814127,81.42761005356847
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,62.0,2.0,1339.0,4630.321135175504,7.50906354276216,9,16,2.490871088129505,10.0,3.265306122448979,3.9673726639594435,6.940198457999553,334.75,5.037174721189591,35.8270464960869
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1130,2.0,1.0,36.0,2.0,1130.0,3185.8407079646017,8.922152174680608,3,29,1.0777701547644993,3.333333333333333,5.918367346938775,1.8365025034994318,8.58361347217452,282.5,10.0,140.5804683445764
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1085,2.0,2.0,43.0,2.0,1085.0,3963.1336405529955,5.219213442217965,4,29,4.780741122645285,4.444444444444445,5.918367346938775,3.9673726639594435,6.940198457999553,271.25,3.4572490706319705,39.98928950609121
Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1430,3.0,2.0,72.0,3.0,1430.0,5034.965034965035,6.202152624073378,1,18,3.7977933839495286,1.1111111111111112,3.673469387755102,5.397025953714566,5.8375908355149475,238.33333333333334,1.579925650557621,54.27821119457782
Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1451.5,4.0,1.0,121.0,4.0,1451.5,8336.203926972097,6.306056981799202,1,31,3.693888121698769,1.1111111111111112,6.326530612244898,2.674899739877527,7.937006920694576,181.4375,0.9293680297397768,33.68134961181735
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5 BHK,PeBayle,6200,5.0,0.0,720.0,5.0,6200.0,11612.90322580645,6.248285412541517,4,8,3.751660193878816,4.444444444444445,1.6326530612244896,9.905124481433225,2.3607591902524674,620.0,0.13011152416356878,879.0897619263972
Super built-up  Area,Ready To Move,AGS Layout,3 BHK,,1490,2.0,1.0,59.6,3.0,1490.0,4000.0,7.951533154576832,9,46,2.0483976244571647,10.0,9.387755102040817,11.43300628590238,1.1823936830799007,298.0,0.13011152416356878,24.108991900869484
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,,1650,4.0,0.0,99.0,4.0,1650.0,6000.0,4.370936644429673,1,6,5.6290253049892645,1.1111111111111112,1.2244897959183674,2.674899739877527,7.937006920694576,206.25,0.16728624535315983,24.776220678527853
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1286,2.0,2.0,57.0,2.0,1286.0,4432.348367029549,7.087044477191024,8,25,2.912893827528923,8.88888888888889,5.1020408163265305,2.0958835991646647,8.383568065880326,321.5,1.7843866171003717,66.37229229551592
Built-up  Area,Ready To Move,KR Garden,2 BHK,Saavear,925,2.0,2.0,63.0,2.0,925.0,6810.810810810811,8.754391334114452,2,43,1.2455324557493217,2.2222222222222223,8.775510204081632,9.905124481433225,2.3607591902524674,231.25,0.0929368029739777,81.93473012099325
Super built-up  Area,Ready To Move,Bellandur,4 BHK,Sonyxa ,3016,4.0,3.0,230.0,4.0,3016.0,7625.994694960213,4.380924682858412,5,9,5.6190371796110465,5.555555555555555,1.836734693877551,2.0958835991646647,8.383568065880326,377.0,1.7843866171003717,66.37229229551592
Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1000,2.0,2.0,44.0,2.0,1000.0,4400.0,9.45852346202214,9,45,0.5413941981173233,10.0,9.183673469387756,8.385304790667908,3.532906862592708,250.0,2.639405204460967,55.6771770505317
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2.0,2.0,39.0,2.0,1215.0,3209.8765432098767,2.0485354851678172,6,26,7.95144668159142,6.666666666666666,5.306122448979592,1.8365025034994318,8.58361347217452,303.75,10.0,140.5804683445764
Plot  Area,Ready To Move,Kanakadasa Layout,4 Bedroom,,1200,3.0,1.0,95.0,4.0,1200.0,7916.666666666667,5.309629587341516,9,48,4.690324190416558,10.0,9.795918367346939,5.397025953714566,5.8375908355149475,171.42857142857142,0.018587360594795536,0.0
